allstr,str_num,num_string,allnum,disc_num,nomeaning_num,nomeaning_str,missing10,missing50,targetnum,targetstr
x,i,8601,8172,5,1,T,1,,1,T
e,r,2315,6990,2,1,T,1,,1,T
a,6,9307,7959,7,1,T,1,,1,T
n,p,7691,235,5,1,T,1,,1,T
d,8,5428,5442,3,1,T,1,,1,T
o,6,3860,1164,1,1,T,1,,1,T
c,q,5588,2226,5,1,T,1,,1,T
c,e,6928,8072,1,1,T,1,,1,T
e,0,556,7771,9,1,T,1,,1,T
q,1,9593,2454,9,1,T,1,,1,T
j,2,7726,2150,10,1,T,1,,1,T
j,4,6072,4182,0,1,T,1,,1,T
s,4,4861,3203,6,1,T,1,,1,T
d,u,9127,7807,4,1,T,1,,1,T
u,2,5936,9805,6,1,T,1,,1,T
j,o,567,1570,4,1,T,1,,1,T
u,8,3647,9309,0,1,T,1,,1,T
c,u,6124,1547,3,1,T,1,,1,T
h,0,7442,4800,8,1,T,1,,1,T
b,t,2687,5052,2,1,T,1,,1,T
y,9,3245,4127,4,1,T,1,,1,T
c,3,7227,8602,9,1,T,1,,1,T
u,w,5433,651,1,1,T,1,,1,T
h,w,6477,8771,3,1,T,1,,1,T
n,i,8223,5029,9,1,T,1,,1,T
o,9,2841,6582,1,1,T,1,,1,T
f,w,3081,3880,10,1,T,1,,1,T
q,8,706,71,10,1,T,1,,1,T
r,u,8866,1015,5,1,T,1,,1,T
m,p,3813,1574,1,1,T,1,,1,T
h,3,4534,5571,3,1,T,1,,1,T
p,2,3210,8661,0,1,T,1,,1,T
m,u,2176,9795,10,1,T,1,,1,T
r,6,277,1856,2,1,T,1,,1,T
s,i,435,5643,3,1,T,1,,1,T
x,u,5915,1315,2,1,T,1,,1,T
k,1,5043,1660,4,1,T,1,,1,T
h,6,4445,4474,8,1,T,1,,1,T
a,4,3309,9237,10,1,T,1,,1,T
d,3,4761,3698,3,1,T,1,,1,T
k,5,6403,7824,6,1,T,1,,1,T
b,e,4161,1535,5,1,T,1,,1,T
n,i,1005,659,0,1,T,1,,1,T
g,e,7517,4075,2,1,T,1,,1,T
h,1,7587,1267,5,1,T,1,,1,T
f,o,7377,4045,0,1,T,1,,1,T
e,7,9917,8342,7,1,T,1,,1,T
f,p,8714,84,3,1,T,1,,1,T
b,o,7506,8221,10,1,T,1,,1,T
f,t,4329,5437,5,1,T,1,,1,T
a,0,7200,1833,3,1,T,1,,1,T
l,y,3644,6698,9,1,T,1,,1,T
s,9,2423,9923,10,1,T,1,,1,T
r,u,8055,6235,7,1,T,1,,1,T
d,p,3873,2677,0,1,T,1,,1,T
h,3,5879,8012,7,1,T,1,,1,T
j,4,5278,1004,6,1,T,1,,1,T
x,3,5833,9455,6,1,T,1,,1,T
p,0,7377,4835,9,1,T,1,,1,T
l,1,5920,7532,3,1,T,1,,1,T
b,2,7593,9602,7,1,T,1,,1,T
f,y,3789,1676,0,1,T,1,,1,T
r,4,9507,319,1,1,T,1,,1,T
o,8,9300,5547,1,1,T,1,,1,T
b,7,8271,1739,7,1,T,1,,1,T
r,p,5705,7893,3,1,T,1,,1,T
z,5,2332,3913,6,1,T,1,,1,T
y,0,430,773,8,1,T,1,,1,T
d,9,5683,7956,10,1,T,1,,1,T
h,i,7874,7517,5,1,T,1,,1,T
f,0,3374,3715,4,1,T,1,,1,T
r,5,7117,8711,0,1,T,1,,1,T
p,p,9214,64,8,1,T,1,,1,T
q,u,5108,8634,9,1,T,1,,1,T
t,3,6725,4878,2,1,T,1,,1,T
v,3,3658,8440,10,1,T,1,,1,T
r,i,9197,9857,4,1,T,1,,1,T
l,1,1065,5132,9,1,T,1,,1,T
q,5,3214,9976,6,1,T,1,,1,T
o,u,2224,6031,4,1,T,1,,1,T
l,1,5439,2326,2,1,T,1,,1,T
f,p,3242,2766,5,1,T,1,,1,T
o,r,3773,2153,8,1,T,1,,1,T
u,y,75,5364,0,1,T,1,,1,T
e,t,6530,6825,1,1,T,1,,1,T
l,o,6385,9188,10,1,T,1,,1,T
j,q,7599,8374,8,1,T,1,,1,T
e,1,2495,4305,0,1,T,1,,1,T
p,4,2899,1679,10,1,T,1,,1,T
a,r,4191,4917,9,1,T,1,,1,T
o,q,92,1568,6,1,T,1,,1,T
a,e,4041,6910,4,1,T,1,,1,T
g,2,2146,588,1,1,T,1,,1,T
u,0,431,8828,3,1,T,1,,1,T
o,7,1419,8230,9,1,T,1,,1,T
u,8,3470,5200,7,1,T,1,,1,T
v,9,6501,5484,9,1,T,1,,1,T
z,8,1492,5239,10,1,T,1,,1,T
b,3,911,6665,3,1,T,1,,1,T
m,4,1348,441,5,1,T,1,,1,T
j,2,8299,8522,3,1,T,1,,1,T
j,o,9025,6337,8,1,T,1,,1,T
y,u,8246,9288,7,1,T,1,,1,T
b,y,608,3970,8,1,T,1,,1,T
l,6,600,5852,6,1,T,1,,1,T
v,4,3843,1678,4,1,T,1,,1,T
a,w,2528,205,6,1,T,1,,1,T
l,0,5383,5880,1,1,T,1,,1,T
a,6,7893,1797,7,1,T,1,,1,T
q,7,8233,7529,10,1,T,1,,1,T
i,7,2718,9003,1,1,T,1,,1,T
n,r,9029,4504,3,1,T,1,,1,T
x,o,5143,7568,9,1,T,1,,1,T
v,w,1033,9618,3,1,T,1,,1,T
g,9,1592,5166,5,1,T,1,,1,T
m,o,8871,960,2,1,T,1,,1,T
w,u,3851,1380,10,1,T,1,,1,T
y,i,8594,6856,2,1,T,1,,1,T
k,u,9516,6946,5,1,T,1,,1,T
t,i,4250,9223,2,1,T,1,,1,T
z,4,76,8611,3,1,T,1,,1,T
t,e,6675,4754,1,1,T,1,,1,T
e,4,2408,204,7,1,T,1,,1,T
c,1,4245,728,1,1,T,1,,1,T
s,1,1251,827,0,1,T,1,,1,T
v,w,3754,5119,2,1,T,1,,1,T
k,2,8160,6939,3,1,T,1,,1,T
n,i,5924,154,8,1,T,1,,1,T
y,w,5694,3506,3,1,T,1,,1,T
d,e,722,7234,9,1,T,1,,1,T
m,e,6415,2650,0,1,T,1,,1,T
o,4,6727,8950,4,1,T,1,,1,T
w,0,7651,6538,8,1,T,1,,1,T
t,5,7386,7586,2,1,T,1,,1,T
q,t,5205,1012,8,1,T,1,,1,T
i,5,318,4381,4,1,T,1,,1,T
g,w,6961,3142,3,1,T,1,,1,T
k,9,4247,3741,1,1,T,1,,1,T
n,t,5144,2580,9,1,T,1,,1,T
e,p,5160,5637,9,1,T,1,,1,T
z,y,7355,7559,8,1,T,1,,1,T
p,r,4906,5524,2,1,T,1,,1,T
t,3,2357,8795,5,1,T,1,,1,T
g,e,4486,9108,3,1,T,1,,1,T
t,w,775,252,4,1,T,1,,1,T
l,9,2235,715,0,1,T,1,,1,T
i,i,5675,1976,8,1,T,1,,1,T
x,8,3835,9596,3,1,T,1,,1,T
q,8,760,9355,1,1,T,1,,1,T
d,0,7821,121,0,1,T,1,,1,T
x,0,9358,7224,10,1,T,1,,1,T
q,7,7946,9496,2,1,T,1,,1,T
x,4,8145,2924,9,1,T,1,,1,T
y,t,4190,1428,9,1,T,1,,1,T
f,8,7167,6872,2,1,T,1,,1,T
l,p,5447,5636,7,1,T,1,,1,T
t,q,6634,2765,6,1,T,1,,1,T
n,5,4426,7347,9,1,T,1,,1,T
o,r,6952,4221,2,1,T,1,,1,T
u,i,9230,4185,6,1,T,1,,1,T
f,t,5786,4704,2,1,T,1,,1,T
r,5,7032,2921,6,1,T,1,,1,T
m,7,256,6206,8,1,T,1,,1,T
g,2,3535,6757,3,1,T,1,,1,T
j,7,122,286,7,1,T,1,,1,T
k,4,6164,5072,7,1,T,1,,1,T
y,9,633,6689,2,1,T,1,,1,T
x,0,2192,3666,10,1,T,1,,1,T
i,6,6973,5181,10,1,T,1,,1,T
n,r,6298,4884,0,1,T,1,,1,T
o,e,7329,8928,7,1,T,1,,1,T
y,7,6747,4339,5,1,T,1,,1,T
u,7,2116,8246,10,1,T,1,,1,T
j,0,7805,9524,7,1,T,1,,1,T
x,6,8940,3040,10,1,T,1,,1,T
z,w,1824,9178,3,1,T,1,,1,T
x,y,3390,9851,2,1,T,1,,1,T
g,0,2307,7057,7,1,T,1,,1,T
d,e,3016,5578,7,1,T,1,,1,T
j,y,1240,2849,10,1,T,1,,1,T
g,e,8956,1043,6,1,T,1,,1,T
t,w,9853,6047,9,1,T,1,,1,T
a,e,4928,6670,7,1,T,1,,1,T
s,4,4894,5007,0,1,T,1,,1,T
h,0,7242,6387,9,1,T,1,,1,T
p,7,6550,4056,9,1,T,1,,1,T
a,u,5332,7920,6,1,T,1,,1,T
v,1,9914,1649,2,1,T,1,,1,T
e,t,2728,1765,0,1,T,1,,1,T
x,w,7919,9391,2,1,T,1,,1,T
y,w,7270,6440,3,1,T,1,,1,T
o,t,1806,2018,9,1,T,1,,1,T
v,o,46,8083,5,1,T,1,,1,T
x,y,5107,3030,0,1,T,1,,1,T
r,e,3286,9921,8,1,T,1,,1,T
g,e,6545,6876,9,1,T,1,,1,T
h,3,2287,2038,7,1,T,1,,1,T
b,r,349,3523,8,1,T,1,,1,T
y,t,342,8885,8,1,T,1,,1,T
m,2,3499,1571,9,1,T,1,,1,T
d,y,9217,5702,7,1,T,1,,1,T
e,0,5750,2194,5,1,T,1,,1,T
n,0,5133,8062,7,1,T,1,,1,T
a,1,2776,9913,10,1,T,1,,1,T
g,0,3882,2708,7,1,T,1,,1,T
q,3,4944,897,8,1,T,1,,1,T
n,y,4552,877,7,1,T,1,,1,T
c,w,5813,1554,6,1,T,1,,1,T
f,0,2966,6798,3,1,T,1,,1,T
k,w,4788,3251,10,1,T,1,,1,T
u,i,372,1502,6,1,T,1,,1,T
s,6,1533,8139,7,1,T,1,,1,T
v,w,5764,7014,7,1,T,1,,1,T
x,0,6499,4753,4,1,T,1,,1,T
w,7,1390,7694,3,1,T,1,,1,T
o,0,1152,7164,2,1,T,1,,1,T
j,2,3931,3343,6,1,T,1,,1,T
l,y,6663,9679,6,1,T,1,,1,T
x,o,3603,446,9,1,T,1,,1,T
h,i,7633,9765,8,1,T,1,,1,T
v,9,8508,4997,0,1,T,1,,1,T
n,6,9969,8350,6,1,T,1,,1,T
q,t,2114,1432,6,1,T,1,,1,T
m,3,1443,2114,5,1,T,1,,1,T
l,p,2408,5732,7,1,T,1,,1,T
c,i,9506,3709,8,1,T,1,,1,T
b,o,2331,9844,3,1,T,1,,1,T
s,6,8563,7305,1,1,T,1,,1,T
a,8,9483,5343,6,1,T,1,,1,T
s,7,828,821,6,1,T,1,,1,T
m,8,3785,7389,9,1,T,1,,1,T
k,o,1114,3868,10,1,T,1,,1,T
j,e,4604,1621,7,1,T,1,,1,T
s,r,39,8513,1,1,T,1,,1,T
i,e,9799,4117,10,1,T,1,,1,T
k,8,5086,1284,7,1,T,1,,1,T
j,1,1149,2514,5,1,T,1,,1,T
e,0,4978,9218,8,1,T,1,,1,T
o,q,1826,6467,9,1,T,1,,1,T
r,7,5618,9880,9,1,T,1,,1,T
d,8,8297,6128,8,1,T,1,,1,T
d,q,4167,5662,1,1,T,1,,1,T
o,0,3662,8220,1,1,T,1,,1,T
g,q,7422,2604,8,1,T,1,,1,T
s,3,8098,8097,4,1,T,1,,1,T
a,t,3766,5725,2,1,T,1,,1,T
g,3,2189,1969,3,1,T,1,,1,T
b,w,4109,2179,10,1,T,1,,1,T
o,o,2213,463,2,1,T,1,,1,T
x,u,8048,5016,3,1,T,1,,1,T
i,5,3520,588,0,1,T,1,,1,T
t,i,7797,4251,0,1,T,1,,1,T
c,w,6528,6977,5,1,T,1,,1,T
h,2,9709,4455,8,1,T,1,,1,T
r,e,7818,911,3,1,T,1,,1,T
i,3,6547,4176,1,1,T,1,,1,T
i,5,4057,7011,7,1,T,1,,1,T
k,w,3966,6857,8,1,T,1,,1,T
w,p,7931,3472,1,1,T,1,,1,T
o,r,5496,182,2,1,T,1,,1,T
w,4,5633,7903,3,1,T,1,,1,T
w,3,6967,3988,4,1,T,1,,1,T
i,o,4145,5032,2,1,T,1,,1,T
t,t,3096,2638,1,1,T,1,,1,T
k,8,6827,7150,3,1,T,1,,1,T
r,9,812,5512,6,1,T,1,,1,T
a,9,5460,699,10,1,T,1,,1,T
l,r,8500,8276,8,1,T,1,,1,T
r,w,2741,3948,9,1,T,1,,1,T
h,3,1352,643,10,1,T,1,,1,T
f,1,4329,5052,4,1,T,1,,1,T
x,4,5877,9898,10,1,T,1,,1,T
v,9,7150,1740,4,1,T,1,,1,T
r,y,3819,3066,6,1,T,1,,1,T
p,t,5271,7641,2,1,T,1,,1,T
p,1,9608,7617,8,1,T,1,,1,T
i,i,4003,330,2,1,T,1,,1,T
f,7,2641,7844,5,1,T,1,,1,T
v,o,1204,9053,2,1,T,1,,1,T
w,e,1340,5,6,1,T,1,,1,T
j,r,4897,4083,1,1,T,1,,1,T
g,u,7897,7314,10,1,T,1,,1,T
f,r,1046,730,2,1,T,1,,1,T
d,0,1676,6573,2,1,T,1,,1,T
z,7,156,6041,5,1,T,1,,1,T
q,9,4441,5752,4,1,T,1,,1,T
f,r,8350,9925,9,1,T,1,,1,T
m,y,641,1001,5,1,T,1,,1,T
y,u,3836,6381,9,1,T,1,,1,T
h,1,4985,246,0,1,T,1,,1,T
m,p,8222,4350,6,1,T,1,,1,T
f,o,3801,9671,10,1,T,1,,1,T
j,4,3531,1249,6,1,T,1,,1,T
d,6,1778,6575,8,1,T,1,,1,T
n,1,706,118,8,1,T,1,,1,T
j,3,9877,5632,3,1,T,1,,1,T
s,u,8443,6730,1,1,T,1,,1,T
g,q,2355,2587,6,1,T,1,,1,T
m,y,9539,343,2,1,T,1,,1,T
k,0,6583,2453,0,1,T,1,,1,T
x,i,7554,9716,10,1,T,1,,1,T
r,6,2749,6675,10,1,T,1,,1,T
k,w,7399,8288,1,1,T,1,,1,T
y,q,8847,7546,5,1,T,1,,1,T
p,0,1984,3951,0,1,T,1,,1,T
x,6,6176,6729,10,1,T,1,,1,T
i,1,7981,2477,1,1,T,1,,1,T
n,4,585,1574,5,1,T,1,,1,T
a,2,3140,7043,2,1,T,1,,1,T
k,q,9726,8953,7,1,T,1,,1,T
e,q,6779,9802,0,1,T,1,,1,T
x,u,4069,5055,0,1,T,1,,1,T
f,w,3684,7027,0,1,T,1,,1,T
m,6,6960,731,8,1,T,1,,1,T
m,r,1960,3512,5,1,T,1,,1,T
k,r,272,2056,6,1,T,1,,1,T
u,y,7620,9139,0,1,T,1,,1,T
o,o,1038,1083,10,1,T,1,,1,T
t,0,763,7909,1,1,T,1,,1,T
z,e,7492,9262,4,1,T,1,,1,T
w,1,6993,858,8,1,T,1,,1,T
g,6,4988,1213,8,1,T,1,,1,T
w,i,6405,596,10,1,T,1,,1,T
u,e,2681,5743,0,1,T,1,,1,T
p,5,1255,2406,4,1,T,1,,1,T
j,r,2629,2616,4,1,T,1,,1,T
a,6,7362,2072,1,1,T,1,,1,T
x,y,2815,3052,5,1,T,1,,1,T
c,i,8075,2683,9,1,T,1,,1,T
y,3,6489,6839,7,1,T,1,,1,T
b,6,9484,9128,5,1,T,1,,1,T
q,3,4492,3980,7,1,T,1,,1,T
x,o,6399,4066,5,1,T,1,,1,T
z,4,7157,2643,5,1,T,1,,1,T
d,q,8139,4815,1,1,T,1,,1,T
q,e,2718,6246,8,1,T,1,,1,T
d,6,9023,6334,3,1,T,1,,1,T
v,q,6876,5391,2,1,T,1,,1,T
a,u,4622,9428,2,1,T,1,,1,T
c,i,8007,7952,3,1,T,1,,1,T
q,p,5710,9355,5,1,T,1,,1,T
t,w,1150,2518,4,1,T,1,,1,T
x,o,7522,5388,3,1,T,1,,1,T
b,e,4029,9390,9,1,T,1,,1,T
g,o,1634,3264,2,1,T,1,,1,T
x,u,3777,4379,6,1,T,1,,1,T
u,0,7250,1116,5,1,T,1,,1,T
m,2,6837,9725,10,1,T,1,,1,T
b,0,1679,6280,8,1,T,1,,1,T
a,1,9067,6619,0,1,T,1,,1,T
y,e,8655,1712,8,1,T,1,,1,T
u,o,6445,4540,5,1,T,1,,1,T
p,y,3007,3241,7,1,T,1,,1,T
u,t,5004,9463,9,1,T,1,,1,T
s,1,7329,6942,6,1,T,1,,1,T
k,7,2933,5000,7,1,T,1,,1,T
j,o,2949,738,0,1,T,1,,1,T
w,8,375,2342,1,1,T,1,,1,T
q,3,9976,1865,9,1,T,1,,1,T
t,w,9738,2663,2,1,T,1,,1,T
y,o,7497,5768,9,1,T,1,,1,T
n,y,5538,9325,0,1,T,1,,1,T
o,4,1072,2608,7,1,T,1,,1,T
y,5,762,955,3,1,T,1,,1,T
l,9,540,9982,10,1,T,1,,1,T
s,5,5849,4360,8,1,T,1,,1,T
d,t,2034,2488,2,1,T,1,,1,T
s,t,7298,9211,1,1,T,1,,1,T
l,1,994,9439,6,1,T,1,,1,T
x,o,1732,5256,6,1,T,1,,1,T
d,p,5829,2530,5,1,T,1,,1,T
d,8,7553,5271,9,1,T,1,,1,T
g,w,2891,2901,9,1,T,1,,1,T
w,e,9422,2578,2,1,T,1,,1,T
z,7,7904,3965,8,1,T,1,,1,T
b,4,147,9537,3,1,T,1,,1,T
y,i,5528,6572,7,1,T,1,,1,T
t,0,7528,2486,3,1,T,1,,1,T
v,q,3563,9022,1,1,T,1,,1,T
j,q,8933,5077,3,1,T,1,,1,T
u,u,7884,4870,2,1,T,1,,1,T
d,q,7528,9046,10,1,T,1,,1,T
g,4,9716,98,7,1,T,1,,1,T
d,8,9032,5282,8,1,T,1,,1,T
h,u,2589,1093,6,1,T,1,,1,T
o,w,6639,7869,8,1,T,1,,1,T
f,9,5379,9010,2,1,T,1,,1,T
h,3,9820,4283,5,1,T,1,,1,T
k,y,9900,8671,3,1,T,1,,1,T
t,8,601,4073,5,1,T,1,,1,T
e,5,887,9751,9,1,T,1,,1,T
r,y,9167,3938,10,1,T,1,,1,T
u,6,1070,801,10,1,T,1,,1,T
u,5,2775,2404,7,1,T,1,,1,T
e,u,4788,8805,4,1,T,1,,1,T
k,e,5915,1824,3,1,T,1,,1,T
s,8,7857,4580,4,1,T,1,,1,T
o,6,4474,1926,10,1,T,1,,1,T
t,5,1676,99,3,1,T,1,,1,T
a,y,2770,2211,5,1,T,1,,1,T
b,u,4821,1608,4,1,T,1,,1,T
y,0,4307,1660,2,1,T,1,,1,T
w,t,2544,872,10,1,T,1,,1,T
e,o,4665,5522,1,1,T,1,,1,T
w,o,6072,9787,5,1,T,1,,1,T
r,e,4743,160,1,1,T,1,,1,T
a,7,4304,7105,3,1,T,1,,1,T
t,u,5530,8210,6,1,T,1,,1,T
c,2,3628,8219,4,1,T,1,,1,T
k,5,1027,7868,9,1,T,1,,1,T
o,7,6102,6417,1,1,T,1,,1,T
u,8,1094,6766,4,1,T,1,,1,T
y,3,4037,4978,4,1,T,1,,1,T
t,e,8912,9676,4,1,T,1,,1,T
q,u,6479,722,0,1,T,1,,1,T
e,i,2184,7410,3,1,T,1,,1,T
e,i,2019,91,7,1,T,1,,1,T
a,7,5834,4778,6,1,T,1,,1,T
b,4,1372,674,9,1,T,1,,1,T
h,y,3445,5091,7,1,T,1,,1,T
t,u,5962,5484,4,1,T,1,,1,T
y,7,8873,9784,7,1,T,1,,1,T
j,u,9983,1936,8,1,T,1,,1,T
l,4,8831,3861,1,1,T,1,,1,T
l,y,8704,6201,1,1,T,1,,1,T
d,5,2833,148,2,1,T,1,,1,T
r,7,1921,2495,5,1,T,1,,1,T
p,9,6060,8870,6,1,T,1,,1,T
s,6,6267,122,8,1,T,1,,1,T
s,u,6228,6948,3,1,T,1,,1,T
o,t,1843,7233,1,1,T,1,,1,T
g,e,9183,8007,6,1,T,1,,1,T
a,u,4977,4031,10,1,T,1,,1,T
j,8,4322,6445,1,1,T,1,,1,T
x,o,8460,4712,4,1,T,1,,1,T
w,1,321,2701,2,1,T,1,,1,T
m,1,57,1643,9,1,T,1,,1,T
l,q,6029,8902,2,1,T,1,,1,T
g,r,886,5416,9,1,T,1,,1,T
c,7,9277,2719,4,1,T,1,,1,T
a,p,3648,7787,5,1,T,1,,1,T
n,6,9256,8966,9,1,T,1,,1,T
k,o,275,4738,6,1,T,1,,1,T
d,i,9399,6633,8,1,T,1,,1,T
x,e,6375,4458,7,1,T,1,,1,T
i,i,4561,5968,0,1,T,1,,1,T
x,0,1994,7260,5,1,T,1,,1,T
o,5,1171,259,9,1,T,1,,1,T
x,y,292,6196,10,1,T,1,,1,T
u,0,7282,6992,4,1,T,1,,1,T
s,t,6583,1778,7,1,T,1,,1,T
u,5,7456,949,10,1,T,1,,1,T
t,t,8740,1960,4,1,T,1,,1,T
w,5,8447,5676,1,1,T,1,,1,T
l,i,508,4517,1,1,T,1,,1,T
s,4,3976,329,1,1,T,1,,1,T
l,u,8256,7720,7,1,T,1,,1,T
f,p,8892,3450,9,1,T,1,,1,T
q,r,8577,4030,7,1,T,1,,1,T
i,p,6221,2113,6,1,T,1,,1,T
r,q,7228,6939,1,1,T,1,,1,T
q,6,1752,5829,10,1,T,1,,1,T
z,0,4094,9410,6,1,T,1,,1,T
e,o,8374,2569,4,1,T,1,,1,T
w,y,2865,9573,7,1,T,1,,1,T
v,4,6125,1754,4,1,T,1,,1,T
m,w,7233,6526,4,1,T,1,,1,T
l,u,7209,4008,4,1,T,1,,1,T
r,u,6168,5678,5,1,T,1,,1,T
d,u,8243,3282,10,1,T,1,,1,T
y,3,919,3018,10,1,T,1,,1,T
l,i,3242,2270,9,1,T,1,,1,T
n,2,8427,1830,0,1,T,1,,1,T
k,e,5177,9626,4,1,T,1,,1,T
n,7,4849,7151,1,1,T,1,,1,T
p,e,2100,9418,10,1,T,1,,1,T
g,p,778,2518,2,1,T,1,,1,T
o,y,7419,7033,7,1,T,1,,1,T
c,9,2077,7651,0,1,T,1,,1,T
g,8,176,6815,6,1,T,1,,1,T
z,e,7629,5683,7,1,T,1,,1,T
v,7,297,691,5,1,T,1,,1,T
q,0,1475,9140,5,1,T,1,,1,T
o,6,3357,6801,0,1,T,1,,1,T
j,5,2571,4062,8,1,T,1,,1,T
r,i,2803,763,10,1,T,1,,1,T
x,o,9215,256,3,1,T,1,,1,T
w,w,7500,3634,2,1,T,1,,1,T
j,7,4638,5562,10,1,T,1,,1,T
s,9,3908,7510,3,1,T,1,,1,T
z,0,6055,7310,6,1,T,1,,1,T
q,1,6578,5753,5,1,T,1,,1,T
a,1,827,7147,6,1,T,1,,1,T
a,e,8445,2340,1,1,T,1,,1,T
q,p,4474,8344,5,1,T,1,,1,T
a,6,2753,201,1,1,T,1,,1,T
p,1,254,1436,8,1,T,1,,1,T
n,4,1233,2761,1,1,T,1,,1,T
d,8,1846,9323,9,1,T,1,,1,T
o,w,3665,4708,7,1,T,1,,1,T
w,1,3849,4128,1,1,T,1,,1,T
l,1,3337,4242,7,1,T,1,,1,T
a,q,7760,3019,4,1,T,1,,1,T
l,0,1987,4473,8,1,T,1,,1,T
p,r,2758,5972,0,1,T,1,,1,T
k,w,144,4854,8,1,T,1,,1,T
y,2,3670,1003,6,1,T,1,,1,T
f,6,270,2319,0,1,T,1,,1,T
i,q,9834,1704,6,1,T,1,,1,T
a,r,1024,886,5,1,T,1,,1,T
w,y,9916,6083,2,1,T,1,,1,T
l,i,5802,2280,9,1,T,1,,1,T
c,8,6176,4246,10,1,T,1,,1,T
t,0,7823,1726,0,1,T,1,,1,T
r,7,2257,2078,0,1,T,1,,1,T
f,q,7243,8099,10,1,T,1,,1,T
j,1,2486,8715,3,1,T,1,,1,T
e,0,9247,7357,7,1,T,1,,1,T
a,o,3391,463,0,1,T,1,,1,T
h,q,1753,7461,2,1,T,1,,1,T
e,4,7808,4099,2,1,T,1,,1,T
m,i,8447,6938,2,1,T,1,,1,T
z,3,5403,8053,0,1,T,1,,1,T
l,5,5404,8404,6,1,T,1,,1,T
v,9,4461,2995,0,1,T,1,,1,T
n,7,2606,4399,1,1,T,1,,1,T
c,u,2521,7326,2,1,T,1,,1,T
k,8,3198,4771,7,1,T,1,,1,T
e,p,9595,3703,2,1,T,1,,1,T
o,4,2270,4843,4,1,T,1,,1,T
x,u,4849,4974,2,1,T,1,,1,T
u,6,4496,4025,7,1,T,1,,1,T
d,e,5796,6779,1,1,T,1,,1,T
d,5,2884,9998,7,1,T,1,,1,T
r,i,9723,5720,1,1,T,1,,1,T
i,r,5341,9406,5,1,T,1,,1,T
x,w,7578,3595,5,1,T,1,,1,T
v,6,6603,5571,6,1,T,1,,1,T
t,8,2286,5147,9,1,T,1,,1,T
x,2,1040,4738,0,1,T,1,,1,T
r,9,7739,7523,5,1,T,1,,1,T
q,1,9704,7308,4,1,T,1,,1,T
u,u,4753,9844,0,1,T,1,,1,T
l,3,9735,6530,0,1,T,1,,1,T
l,8,1300,7440,0,1,T,1,,1,T
x,3,8559,5698,5,1,T,1,,1,T
d,2,939,7129,9,1,T,1,,1,T
x,q,2621,8212,1,1,T,1,,1,T
x,o,5977,7804,3,1,T,1,,1,T
d,1,5125,9975,1,1,T,1,,1,T
m,6,5594,1741,9,1,T,1,,1,T
j,1,9259,1821,0,1,T,1,,1,T
q,6,3140,7382,9,1,T,1,,1,T
c,9,633,9842,3,1,T,1,,1,T
v,9,3506,2268,6,1,T,1,,1,T
u,i,6962,716,7,1,T,1,,1,T
w,7,9240,6696,1,1,T,1,,1,T
j,i,4250,4800,5,1,T,1,,1,T
o,o,8000,3173,1,1,T,1,,1,T
q,7,681,3257,10,1,T,1,,1,T
h,q,9973,666,10,1,T,1,,1,T
u,3,2612,4654,7,1,T,1,,1,T
q,w,1673,9582,9,1,T,1,,1,T
a,o,307,1151,4,1,T,1,,1,T
l,3,6099,9755,0,1,T,1,,1,T
j,y,5504,9757,2,1,T,1,,1,T
w,w,5408,6246,5,1,T,1,,1,T
p,i,3591,580,1,1,T,1,,1,T
d,e,9480,9341,1,1,T,1,,1,T
y,r,6936,4133,5,1,T,1,,1,T
a,2,5319,9140,1,1,T,1,,1,T
c,4,5614,8035,4,1,T,1,,1,T
g,y,5839,9390,3,1,T,1,,1,T
y,p,5403,9914,0,1,T,1,,1,T
x,0,282,661,9,1,T,1,,1,T
o,w,7683,7472,10,1,T,1,,1,T
c,o,4402,5409,1,1,T,1,,1,T
b,9,308,3370,1,1,T,1,,1,T
d,8,1194,9018,5,1,T,1,,1,T
p,0,5487,1366,5,1,T,1,,1,T
b,1,2126,5637,1,1,T,1,,1,T
n,1,3862,9323,1,1,T,1,,1,T
z,2,1260,9594,9,1,T,1,,1,T
p,t,5200,3505,5,1,T,1,,1,T
e,e,5210,486,2,1,T,1,,1,T
t,0,8012,6312,1,1,T,1,,1,T
q,0,853,2715,3,1,T,1,,1,T
e,w,2409,2165,4,1,T,1,,1,T
a,8,343,6495,5,1,T,1,,1,T
y,0,6712,4710,3,1,T,1,,1,T
n,y,7703,4292,1,1,T,1,,1,T
b,t,3502,737,2,1,T,1,,1,T
x,t,6600,9269,10,1,T,1,,1,T
i,9,2738,5216,0,1,T,1,,1,T
a,3,8607,6482,6,1,T,1,,1,T
w,o,6106,9831,0,1,T,1,,1,T
u,r,5184,9274,7,1,T,1,,1,T
g,7,9420,4711,9,1,T,1,,1,T
b,p,9419,5520,4,1,T,1,,1,T
h,t,2250,2849,9,1,T,1,,1,T
v,u,6828,4637,1,1,T,1,,1,T
u,p,5923,9862,10,1,T,1,,1,T
u,6,1644,4743,2,1,T,1,,1,T
k,4,1575,5880,10,1,T,1,,1,T
l,u,9572,3827,5,1,T,1,,1,T
h,i,2705,6068,8,1,T,1,,1,T
k,1,605,9097,2,1,T,1,,1,T
p,o,8591,9092,3,1,T,1,,1,T
y,4,1217,8023,8,1,T,1,,1,T
b,7,8479,1459,4,1,T,1,,1,T
r,6,5717,4076,4,1,T,1,,1,T
